ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,MODELO,tipo_juego,ACCESIBLE
9492624,Banco de abdominales en CDE,83,PÉÑAGRANDÉ,8.0,fuencarral - el pardo,OPERATIVO,437900.908,4482004.072,ETRS89,40.48641023,-3.73272123,,,,28049.0,CALLE ARROYO DEL MONTE 17                                               ,31055760.0,14/02/24,D087702,AE21,,deportivas,
9438562,Barra defFlexiones en CDE,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439958.955,4481432.719,ETRS89,40.48141467,-3.70838555,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,03-26-2024,D087607,AE21,,deportivas,
9438560,Varios Juegos en CDE,84,pílár,8.0,fuencarral - el pardo,OPERATIVO,439966.363,4481437.217,ETRS89,40.48145573,-3.70829858,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,26/03/2024,D087605,AE21,,deportivas,
9438380,Varios Juegos en CDE,84,pilár,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439950.819,4481434.812,ETRS89,40.48143294,-3.70848173,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,fecha_incorrecta,D087602,AE21,,deportivas,
9438367,Varios Juegos en CDE,85,lá páz,8.0,fúéncárrál - él párdó,OPERATIVO,440353.364,4481511.296,ETRS89,40.48215095,-3.70373989,,,,28029.0,CV  C/FINISTERRE,20098055.0,26/03/24,D087508,AE21,,deportivas,
9438316,Varios Juegos en CDE,85,LA PAZ,8.0,fuencarral - el pardo,OPERATIVO,440371.356,4481518.969,ETRS89,40.48222136,-3.70352835,,,,28029.0,CV  C/FINISTERRE,20098055.0,2024-03-26 00:00:00,D087502,AE21,,deportivas,
9407936,Varios Juegos en CDE,116,BUENAVISTA,11.0,carabanchel,OPERATIVO,435355.049,4469531.535,ETRS89,40.37385913,-3.76148951,,,,28044.0,PARQUE CRUCES,31050612.0,2023-08-01 00:00:00,C118609,AE21,,deportivas,
9407914,Varios Juegos en CDE,116,búénávístá,11.0,carabanchel,OPERATIVO,435358.623,4469507.565,ETRS89,40.37364348,-3.76144498,,,,28044.0,PARQUE CRUCES,31050612.0,2023/08/01,C118606,AE21,,deportivas,
9407910,Varios Juegos en CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435336.53,4469529.89,ETRS89,40.37384288,-3.76170747,,,,28044.0,PARQUE CRUCES,31050612.0,2023/08/01,C118603,AE21,,deportivas,
9407821,Varios Juegos en CDE,116,buenavista,11.0,CARABANCHEL,OPERATIVO,435898.804,4469724.458,ETRS89,40.37563906,-3.75510424,,,,28044.0,PARQUE CAMINO DE LAS CRUCES,11077627.0,fecha_incorrecta,C118508,AE21,,deportivas,
9407759,Varios Juegos en CDE,116,búénávístá,11.0,carabanchel,OPERATIVO,435915.539,4469735.703,ETRS89,40.37574165,-3.75490825,,,,28044.0,PARQUE CAMINO DE LAS CRUCES,11077627.0,08-01-2023,C118504,AE21,,deportivas,
9407627,Varios Juegos en CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435906.775,4469728.334,ETRS89,40.37567459,-3.75501074,,,,28044.0,PARQUE CAMINO DE LAS CRUCES,11077627.0,01/08/23,C118501,AE21,,deportivas,
9398114,Escalera Horizontal en CDE,103,LUCÉRÓ,10.0,latina,OPERATIVO,436601.657,4472415.815,ETRS89,40.39993772,-3.74709324,,,,28011.0,PARQUE CARAMUEL,20148982.0,fecha_incorrecta,D105509,AE21,,deportivas,
9397138,Varios Juegos en CDE,131,ENTREVIAS,13.0,púente dé vallécás,OPERATIVO,442563.436,4470305.248,ETRS89,40.38135711,-3.67665352,,,,28053.0,C/ LAGARTERA,31012755.0,2023/11/28,D137209,AE21,,deportivas,
9397137,Varios Juegos en CDE,131,entrevias,13.0,PUENTE DE VALLECAS,OPERATIVO,442558.806,4470306.439,ETRS89,40.38136752,-3.67670817,,,,28053.0,C/ LAGARTERA,31012755.0,2023/11/28,D137208,AE21,,deportivas,
9397134,Varios Juegos en CDE,131,ENTREVIAS,13.0,PÚÉNTE DÉ VÁLLECÁS,OPERATIVO,442555.366,4470308.026,ETRS89,40.38138158,-3.67674884,,,,28053.0,C/ LAGARTERA,31012755.0,11-28-2023,D137206,AE21,,deportivas,
9397131,Varios Juegos en CDE,131,ENTREVIAS,13.0,púénté dé vállécás,OPERATIVO,442564.627,4470303.561,ETRS89,40.38134199,-3.67663934,,,,28053.0,C/ LAGARTERA,31012755.0,11-28-2023,D137203,AE21,,deportivas,
9397078,Varios Juegos en CDE,131,entrevias,13.0,PUENTE DE VALLECAS,OPERATIVO,442561.584,4470303.727,ETRS89,40.38134328,-3.6766752,,,,28053.0,C/ LAGARTERA,31012755.0,2023-11-28 00:00:00,D137202,AE21,,deportivas,
9397071,Varios Juegos en CDE,131,entrevias,13.0,puente de vallecas,OPERATIVO,442621.427,4470489.947,ETRS89,40.38302498,-3.67598701,,,,28053.0,C/ LAGARTERA,31012755.0,28/11/23,D137306,AE21,,deportivas,
9397070,Varios Juegos en CDE,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.52,4470509.592,ETRS89,40.3832023,-3.67592879,,,,28053.0,C/ LAGARTERA,31012755.0,28/11/2023,D137305,AE21,,deportivas,
9396700,Varios Juegos en CDE,151,ventas,15.0,ciudad lineal,OPERATIVO,444885.438,4475245.448,ETRS89,40.42601818,-3.64972776,,,,28017.0,CV C/MARIA TERESA SAEZ DE HEREDIA,11103833.0,fecha_incorrecta,D155705,AE21,,deportivas,
9396660,Varios Juegos en CDE,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444884.975,4475241.975,ETRS89,40.42598686,-3.64973292,,,,28017.0,CV C/MARIA TERESA SAEZ DE HEREDIA,11103833.0,09-15-2023,D155701,AE21,,deportivas,
9393810,Varios Juegos en CDE,213,CASCO HISTORICO DE BARAJAS,21.0,bárájás,OPERATIVO,451156.281,4480242.898,ETRS89,40.47143023,-3.57619095,,,,28042.0,"AYERBE, 22",20078838.0,11-03-2023,D216205,AE21,,deportivas,
9392926,Varios Juegos en CDE,212,aeropuerto,21.0,BARAJAS,OPERATIVO,451072.723,4480229.103,ETRS89,40.47130104,-3.57717554,,,,28042.0,"AYERBE, 23",20152036.0,11-03-2023,D216304,AE21,,deportivas,
9392924,Varios Juegos en CDE,212,ÁÉRÓPUERTÓ,21.0,BARAJAS,OPERATIVO,451075.236,4480231.882,ETRS89,40.47132622,-3.57714611,,,,28042.0,"AYERBE, 23",20152036.0,2023/11/03,D216303,AE21,,deportivas,
9392921,Varios Juegos en CDE,212,AEROPUERTO,21.0,bárájás,OPERATIVO,451079.073,4480233.866,ETRS89,40.47134432,-3.577101,,,,28042.0,"AYERBE, 23",20152036.0,2023-11-03 00:00:00,D216302,AE21,,deportivas,
9392500,Barras paralelas en CDE,126,ZOFIO,12.0,USERA,OPERATIVO,439527.763,4470583.204,ETRS89,40.3836463,-3.71244026,,,,28026.0,"RAFAELA YBARRA, 4",20025114.0,18/12/23,D127008,AE21,,deportivas,
9392487,Banco de abdominales en CDE,126,zofíó,12.0,USÉRÁ,OPERATIVO,439520.686,4470578.508,ETRS89,40.38360348,-3.71252318,,,,28026.0,"RAFAELA YBARRA, 4",20025114.0,2023-12-18 00:00:00,D127007,AE21,,deportivas,
9392199,Barra de estiramientos en CDE,126,zofio,12.0,usera,OPERATIVO,439530.938,4470584.659,ETRS89,40.38365964,-3.712403,,,,28026.0,"RAFAELA YBARRA, 4",20025114.0,2023-12-18 00:00:00,D127004,AE21,,deportivas,
9389731,Varios Juegos en CDE,205,rósás,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449095.027,4474894.098,ETRS89,40.42312122,-3.60007683,,,,28022.0,CV SOFIA,20150424.0,09/08/2023,C208801,AE21,,deportivas,
9389678,Varios Juegos en CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449135.905,4475560.585,ETRS89,40.42912786,-3.5996483,,,,28022.0,PASEO DE GINEGRA,20122420.0,08-09-2023,C208710,AE21,,deportivas,
9389675,Varios Juegos en CDE,205,rósás,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449140.535,4475547.785,ETRS89,40.42901283,-3.5995927,,,,28022.0,PASEO DE GINEGRA,20122420.0,09/08/2023,C208708,AE21,,deportivas,
9389622,Varios Juegos en CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449134.053,4475575.699,ETRS89,40.4292639,-3.59967134,,,,28022.0,PASEO DE GINEGRA,20122420.0,08-09-2023,C208705,AE21,,deportivas,
9383249,Barras paralelas en CDE,205,rosas,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449103.995,4475745.638,ETRS89,40.43079298,-3.60003929,,,,28022.0,ESTOCOLMO 26,20119749.0,11-28-2022,D205015,AE21,,deportivas,
9295465,Barras paralelas en CDE,124,ALMENDRALES,12.0,USERA,OPERATIVO,440386.198,4470239.803,ETRS89,40.38061462,-3.7022954,,,,28026.0,CV CRISTO DE LEPANTO,11085828.0,2023-06-23 00:00:00,D126807,AE21,,deportivas,
9295454,Banco de abdominales en CDE,124,ALMENDRALES,12.0,usera,OPERATIVO,440378.856,4470240.662,ETRS89,40.38062184,-3.70238196,,,,28026.0,CV CRISTO DE LEPANTO,11085828.0,23/06/23,D126806,AE21,,deportivas,
9295451,Multiejercicio en CDE,124,ALMENDRALES,12.0,USERA,OPERATIVO,440388.91,4470233.519,ETRS89,40.38055821,-3.70226286,,,,28026.0,CV CRISTO DE LEPANTO,11085828.0,fecha_incorrecta,D126804,AE21,,deportivas,
9295430,Barras paralelas en CDE,124,ALMENDRALES,12.0,úserá,OPERATIVO,440391.82,4470223.729,ETRS89,40.38047022,-3.70222767,,,,28026.0,CV CRISTO DE LEPANTO,11085828.0,23/06/2023,D126802,AE21,,deportivas,
9295385,Varios Juegos en CDE,143,márróqúíná,14.0,MORATALAZ,OPERATIVO,445290.329,4473364.375,ETRS89,40.40909911,-3.64479312,,,,28030.0,CAMINO DE LOS VINATEROS,31046138.0,03/07/2023,C147111,AE21,,deportivas,
9295378,Varios Juegos en CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445286.625,4473368.376,ETRS89,40.40913491,-3.64483712,,,,28030.0,CAMINO DE LOS VINATEROS,31046138.0,2023-07-03 00:00:00,C147110,AE21,,deportivas,
9295340,Varios Juegos en CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445282.16,4473362.787,ETRS89,40.40908426,-3.64488925,,,,28030.0,CAMINO DE LOS VINATEROS,31046138.0,2023-07-03 00:00:00,C147102,AE21,,deportivas,
9295061,Varios Juegos en CDE,56,CASTILLA,5.0,chamartin,OPERATIVO,441908.415,4481209.367,ETRS89,40.4795413,-3.68536625,,,,28046.0,PASEO DE LA CASTELLANA 296,11027373.0,26/07/2023,C050711,AE21,,deportivas,
9536975,Varios Juegos en CDE,125,moscardo,12.0,usera,OPERATIVO,440130.212,4471480.372,ETRS89,40.39177196,-3.70542747,,,,28026.0,C/TORERO,11084099.0,31/01/2024,D127107,AE21,,deportivas,
9536969,Varios Juegos en CDE,125,moscardo,12.0,USERA,OPERATIVO,440114.072,4471477.263,ETRS89,40.39174279,-3.70561734,,,,28026.0,C/TORERO,11084099.0,2024/01/31,D127104,AE21,,deportivas,
9497654,Varios Juegos en CDE,205,rosas,20.0,sán blás - cánílléjás,OPERATIVO,448781.022,4476268.768,ETRS89,40.43548584,-3.60388895,,,,28022.0,AV ARCENTALES 37,31042673.0,04/04/2024,D205806,AE21,,deportivas,
9494208,Varios Juegos en CDE,65,váldéácédérás,6.0,tétúán,OPERATIVO,439944.695,4479623.591,ETRS89,40.46511634,-3.70838249,,,,28039.0,PASEO DE LA DIRECCIÓN 215,31028286.0,03-19-2024,D065806,AE21,,deportivas,
9494204,Barra defFlexiones en CDE,65,VÁLDEACÉDERAS,6.0,tétúán,OPERATIVO,439944.828,4479621.739,ETRS89,40.46509966,-3.70838074,,,,28039.0,PASEO DE LA DIRECCIÓN 215,31028286.0,2024/03/19,D065805,AE21,,deportivas,
9494202,Varios Juegos en CDE,65,valdeacederas,6.0,tetuan,OPERATIVO,439941.256,4479629.677,ETRS89,40.46517091,-3.70842362,,,,28039.0,PASEO DE LA DIRECCIÓN 215,31028286.0,19/03/24,D065804,AE21,,deportivas,
9493044,Varios Juegos en CDE,54,híspánóáméríca,5.0,CHAMARTIN,OPERATIVO,442786.777,4478563.249,ETRS89,40.45576487,-3.67476538,,,,28016.0,PUERTO RICO 27,11025193.0,03-07-2024,D050714,AE21,,deportivas,
9493027,Varios Juegos en CDE,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,442794.681,4478564.637,ETRS89,40.45577792,-3.67467229,,,,28016.0,PUERTO RICO 27,11025193.0,07/03/24,D050709,AE21,,deportivas,
9493024,Varios Juegos en CDE,54,híspánóámérícá,5.0,chamartin,OPERATIVO,442791.01,4478564.373,ETRS89,40.45577529,-3.67471556,,,,28016.0,PUERTO RICO 27,11025193.0,03-07-2024,D050708,AE21,,deportivas,
9493000,Varios Juegos en CDE,54,HISPANOÁMÉRICÁ,5.0,CHAMARTIN,OPERATIVO,442775.565,4478566.291,ETRS89,40.4557915,-3.67489788,,,,28016.0,PUERTO RICO 27,11025193.0,fecha_incorrecta,D050703,AE21,,deportivas,
9492873,Multiejercicio en CDE,54,híspanoámérica,5.0,CHAMARTIN,OPERATIVO,442791.353,4478583.535,ETRS89,40.45594793,-3.67471324,,,,28016.0,C/PUERTO RICO 29,11025194.0,2024/03/07,D050803,AE21,,deportivas,
9492617,Multiejercicio en CDE,83,PEÑAGRANDE,8.0,fuencarral - el pardo,OPERATIVO,437919.826,4482007.247,ETRS89,40.48644025,-3.73249834,,,,28049.0,CALLE ARROYO DEL MONTE 17                                                        ,31055760.0,2024-02-14 00:00:00,D087701,AE21,,deportivas,
9438570,Barras paralelas en CDE,84,pílár,8.0,fuencarral - el pardo,OPERATIVO,439958.558,4481433.909,ETRS89,40.48142536,-3.70839034,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,26/03/24,D087610,AE21,,deportivas,
9294651,Escalera Horizontal en CDE,143,marroqúína,14.0,moratalaz,OPERATIVO,445383.501,4473556.697,ETRS89,40.41083778,-3.64371159,,,,28030.0,PARQUE Z,11101695.0,21/07/23,D146105,AE21,,deportivas,
9294649,Banco de abdominales en CDE,143,MARROQUINA,14.0,morátalaz,OPERATIVO,445382.972,4473556.697,ETRS89,40.41083774,-3.64371783,,,,28030.0,PARQUE Z,11101695.0,2023/07/21,D146103,AE21,,deportivas,
9294596,Barra defFlexiones en CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445357.175,4473569.695,ETRS89,40.41095314,-3.64402297,AVENIDA,DOCTOR GARCIA TAPIA,86,28030.0,,11101695.0,fecha_incorrecta,D146008,AE21,,deportivas,
9294593,Barra de estiramientos en CDE,143,MÁRROQUINA,14.0,MORATALAZ,OPERATIVO,445364.715,4473570.654,ETRS89,40.41096228,-3.64393419,,,,28030.0,PARQUE Z,11101695.0,07-21-2023,D146006,AE21,,deportivas,
9294589,Barras paralelas en CDE,143,márróqúíná,14.0,MORATALAZ,OPERATIVO,445359.821,4473568.141,ETRS89,40.41093932,-3.64399165,,,,28030.0,PARQUE Z,11101695.0,21/07/23,D146002,AE21,,deportivas,
9294510,Barras paralelas en CDE,122,ORCASUR,12.0,USERA,OPERATIVO,440525.324,4469441.81,ETRS89,40.37343581,-3.70058204,,,,28041.0,PARQUE MIGUEL SARABIA GIL,31018991.0,31/07/2023,D126909,AE21,,deportivas,
9294508,Escalera Horizontal en CDE,122,ORCASUR,12.0,USERA,OPERATIVO,440523.869,4469443.133,ETRS89,40.37344763,-3.7005993,,,,28041.0,PARQUE MIGUEL SARABIA GIL,31018991.0,fecha_incorrecta,D126907,AE21,,deportivas,
9294505,Banco de abdominales en CDE,122,ORCASUR,12.0,úsérá,OPERATIVO,440517.055,4469431.293,ETRS89,40.37334048,-3.70067846,,,,28041.0,PARQUE MIGUEL SARABIA GIL,31018991.0,07-31-2023,D126904,AE21,,deportivas,
9294503,Multiejercicio en CDE,122,órcasur,12.0,ÚSÉRA,OPERATIVO,440520.337,4469441.665,ETRS89,40.37343415,-3.70064077,,,,28041.0,PARQUE MIGUEL SARABIA GIL,31018991.0,07-31-2023,D126902,AE21,,deportivas,
9294063,Multiejercicio en CDE,116,búénávístá,11.0,carabanchel,OPERATIVO,435515.805,4469650.504,ETRS89,40.37494331,-3.75960806,,,,28044.0,PARQUE DE LAS CRUCES,11077854.0,08-01-2023,D116810,AE21,,deportivas,
9294002,Barra defFlexiones en CDE,116,buenavista,11.0,CÁRABANCHÉL,OPERATIVO,435520.005,4469639.953,ETRS89,40.37484858,-3.75955752,,,,28044.0,PARQUE DE LAS CRUCES,11077854.0,2023/08/01,D116801,AE21,,deportivas,
9293992,Varios Juegos en CDE,116,búénávista,11.0,CARABANCHEL,OPERATIVO,435468.961,4469640.027,ETRS89,40.3748453,-3.76015877,,,,28044.0,PARQUE DE LAS CRUCES,11077852.0,08-01-2023,D116701,AE21,,deportivas,
9292103,Varios Juegos en CDE,27,atocha,2.0,arganzuela,OPERATIVO,442353.094,4471899.321,ETRS89,40.39570289,-3.67927564,,,,28045.0,PEDRO BOSCH,20112157.0,2023-07-21 00:00:00,D025705,AE21,,deportivas,
9292100,Barras paralelas en CDE,27,ATOCHA,2.0,arganzuela,OPERATIVO,442341.981,4471889.929,ETRS89,40.39561751,-3.67940572,,,,28045.0,PEDRO BOSCH,20112157.0,2023-07-21 00:00:00,D025703,AE21,,deportivas,
9277920,Varios Juegos en CDE,151,VENTAS,15.0,cíúdád línéál,OPERATIVO,444347.492,4475719.528,ETRS89,40.43025314,-3.65611054,,,,28017.0,PLAZA BAMI,11104596.0,2023/06/28,D155619,AE21,,deportivas,
9277913,Varios Juegos en CDE,151,VENTAS,15.0,ciudad lineal,OPERATIVO,444348.715,4475727.498,ETRS89,40.43032502,-3.65609682,,,,28017.0,PLAZA BAMI,11104596.0,2023-06-28 00:00:00,D155616,AE21,,deportivas,
9277910,Varios Juegos en CDE,151,ventas,15.0,CIUDAD LINEAL,OPERATIVO,444344.25,4475727.928,ETRS89,40.43032859,-3.65614949,,,,28017.0,PLAZA BAMI,11104596.0,06-28-2023,D155615,AE21,,deportivas,
9277908,Varios Juegos en CDE,151,VENTAS,15.0,ciudad lineal,OPERATIVO,444334.759,4475728.028,ETRS89,40.43032886,-3.65626139,,,,28017.0,PLAZA BAMI,11104596.0,28/06/2023,D155613,AE21,,deportivas,
9277906,Barras paralelas en CDE,151,ventas,15.0,ciúdád línéál,OPERATIVO,444348.881,4475721.843,ETRS89,40.43027408,-3.65609437,,,,28017.0,PLAZA BAMI,11104596.0,2023/06/28,D155612,AE21,,deportivas,
9277894,Varios Juegos en CDE,151,ventas,15.0,CIUDAD LINEAL,OPERATIVO,444339.719,4475721.479,ETRS89,40.43027019,-3.65620234,,,,28017.0,PLAZA BAMI,11104596.0,06-28-2023,D155611,AE21,,deportivas,
9277885,Varios Juegos en CDE,151,ventas,15.0,ciudad lineal,OPERATIVO,444336.875,4475723.265,ETRS89,40.43028609,-3.65623603,,,,28017.0,PLAZA BAMI,11104596.0,fecha_incorrecta,D155603,AE21,,deportivas,
9277883,Varios Juegos en CDE,151,ventas,15.0,cíúdád línéál,OPERATIVO,444341.836,4475727.3,ETRS89,40.43032277,-3.6561779,,,,28017.0,PLAZA BAMI,11104596.0,28/06/2023,D155601,AE21,,deportivas,
9277728,Varios Juegos en CDE,105,CAMPAMENTO,10.0,LÁTÍNÁ,OPERATIVO,434816.475,4472357.112,ETRS89,40.39927108,-3.76812225,,,,28024.0,CV C/ AZOR,11066045.0,06-29-2023,D107219,AE21,,deportivas,
9277669,Varios Juegos en CDE,105,CÁMPAMENTÓ,10.0,LATÍNA,OPERATIVO,434807.016,4472360.618,ETRS89,40.39930192,-3.76823406,,,,28024.0,CV C/ AZOR,11066045.0,29/06/23,D107206,AE21,,deportivas,
9277662,Varios Juegos en CDE,105,CÁMPAMENTÓ,10.0,LATINA,OPERATIVO,434818.062,4472346.926,ETRS89,40.39917945,-3.76810251,,,,28024.0,CV C/ AZOR,11066045.0,fecha_incorrecta,D107201,AE21,,deportivas,
9273134,Varios Juegos en CDE,153,QUINTANA,15.0,CIUDAD LINEAL,OPERATIVO,444737.993,4476263.628,ETRS89,40.43518072,-3.65155435,,,,28027.0,CALLE DE JOSE DEL HIERRO,11109351.0,2023-05-26 00:00:00,C157316,AE21,,deportivas,
9273132,Varios Juegos en CDE,153,quintana,15.0,CIUDAD LINEAL,OPERATIVO,444736.802,4476269.316,ETRS89,40.43523188,-3.65156889,,,,28027.0,CALLE DE JOSE DEL HIERRO,11109351.0,26/05/2023,C157314,AE21,,deportivas,
9273128,Varios Juegos en CDE,153,QUINTANA,15.0,CÍÚDÁD LINÉÁL,OPERATIVO,444729.394,4476264.951,ETRS89,40.43519207,-3.65165585,,,,28027.0,CALLE DE JOSE DEL HIERRO,11109351.0,2023/05/26,C157310,AE21,,deportivas,
9273126,Varios Juegos en CDE,153,qúíntáná,15.0,CIUDAD LINEAL,OPERATIVO,444725.161,4476263.892,ETRS89,40.43518224,-3.65170566,,,,28027.0,CALLE DE JOSE DEL HIERRO,11109351.0,2023/05/26,C157308,AE21,,deportivas,
9273122,Varios Juegos en CDE,153,QUINTANA,15.0,ciúdad lineal,OPERATIVO,444731.775,4476269.713,ETRS89,40.43523512,-3.65162819,,,,28027.0,CALLE DE JOSE DEL HIERRO,11109351.0,2023/05/26,C157304,AE21,,deportivas,
9273112,Varios Juegos en CDE,154,la concepción,15.0,cíudad línéál,OPERATIVO,444488.079,4476224.884,ETRS89,40.43481505,-3.65449734,,,,28027.0,CALLE DE JOSE DEL HIERRO,31042148.0,2023/05/26,C157521,AE21,,deportivas,
9273103,Varios Juegos en CDE,154,LÁ CÓNCÉPCÍÓN,15.0,ciudad lineal,OPERATIVO,444478.62,4476222.569,ETRS89,40.43479356,-3.65460866,,,,28027.0,CALLE DE JOSE DEL HIERRO,31042148.0,05-26-2023,C157518,AE21,,deportivas,
9273073,Varios Juegos en CDE,154,la cóncépcíón,15.0,CIUDAD LINEAL,OPERATIVO,444475.643,4476223.958,ETRS89,40.43480588,-3.65464388,,,,28027.0,CALLE DE JOSE DEL HIERRO,31042148.0,fecha_incorrecta,C157514,AE21,,deportivas,
9273006,Varios Juegos en CDE,154,la concepción,15.0,ciudad lineal,OPERATIVO,444478.421,4476221.709,ETRS89,40.4347858,-3.65461093,,,,28027.0,CALLE DE JOSE DEL HIERRO,31042148.0,26/05/23,C157511,AE21,,deportivas,
9272957,Varios Juegos en CDE,154,LA CONCEPCIÓN,15.0,ciudad lineal,OPERATIVO,444478.686,4476222.767,ETRS89,40.43479535,-3.6546079,,,,28027.0,CALLE DE JOSE DEL HIERRO,31042148.0,05-26-2023,C157507,AE21,,deportivas,
9272935,Varios Juegos en CDE,154,la concepción,15.0,cíudad lineál,OPERATIVO,444484.242,4476220.65,ETRS89,40.43477665,-3.65454221,,,,28027.0,CALLE DE JOSE DEL HIERRO,31042148.0,2023/05/26,C157505,AE21,,deportivas,
9272931,Varios Juegos en CDE,154,la concepción,15.0,ciudad lineal,OPERATIVO,444489.798,4476225.148,ETRS89,40.43481754,-3.6544771,,,,28027.0,CALLE DE JOSE DEL HIERRO,31042148.0,26/05/23,C157503,AE21,,deportivas,
9271975,Varios Juegos en CDE,104,aluche,10.0,látíná,OPERATIVO,435005.597,4471702.112,ETRS89,40.39338537,-3.76582697,,,,28024.0,C/TEMBLEQUE,11065581.0,22/06/23,D107104,AE21,,deportivas,
9271964,Varios Juegos en CDE,104,aluche,10.0,latina,OPERATIVO,435003.348,4471706.214,ETRS89,40.39342215,-3.76585388,,,,28024.0,C/TEMBLEQUE,11065581.0,06-22-2023,D107101,AE21,,deportivas,
9269409,Barras paralelas en CDE,81,EL PARDO,8.0,FUENCARRAL - EL PARDO,OPERATIVO,434537.142,4485348.882,ETRS89,40.51628252,-3.77275342,,,,28048.0,PARQUE MAR OCEANA,31022099.0,06-09-2023,D087402,AE21,,deportivas,
