ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,MODELO,tipo_juego,ACCESIBLE
7862448,Banco de abdominales en CDE,164,pinar del rey,16.0,HÓRTALÉZA,OPERATIVO,445802.57,4480169.17,ETRS89,40.47043398,-3.63933682,CALLE,MAR ADRIATICO,3,28033.0,,20076185.0,2021/04/01,D166006,AE21,FSW20300-0901,deportivas,
7862447,Varios Juegos en CDE,164,pinar del rey,16.0,hortálezá,OPERATIVO,445786.3,4480171.12,ETRS89,40.47045049,-3.6395289,CALLE,MAR ADRIATICO,3,28033.0,,20076185.0,2021/04/01,D166005,AE21,FSW-CUSTOM ID731304,deportivas,
7862446,Barras paralelas en CDE,164,pinar del rey,16.0,HORTALEZA,OPERATIVO,445779.82,4480169.56,ETRS89,40.47043601,-3.6396052,CALLE,MAR ADRIATICO,3,28033.0,,20076185.0,2021/04/01,D166004,AE21,FSW-CUSTOM ID731306,deportivas,
7862444,Varios Juegos en CDE,164,PINAR DEL REY,16.0,hórtálézá,OPERATIVO,445765.76,4480169.34,ETRS89,40.47043311,-3.63977103,CALLE,MAR ADRIATICO,3,28033.0,,20076185.0,2021-04-01 00:00:00,D166002,AE21,FSW-CUSTOM ID731304,deportivas,
7862443,Barra defFlexiones en CDE,164,pinar del rey,16.0,HORTALEZA,OPERATIVO,445770.38,4480172.72,ETRS89,40.47046386,-3.63971683,CALLE,MAR ADRIATICO,3,28033.0,,20076185.0,01/04/2021,D166001,AE21,FSW20900-0900,deportivas,
7862440,Banco de abdominales en CDE,107,ágúílás,10.0,látíná,OPERATIVO,434989.77,4470782.77,ETRS89,40.38510235,-3.76591961,CALLE,NAVIA,21,28044.0,,20137009.0,04-22-2021,D106403,AE21,RECTO,deportivas,
7862155,Banco de abdominales en CDE,24,LEGAZPÍ,2.0,ARGANZUELA,OPERATIVO,442157.747,4471165.985,ETRS89,40.38908305,-3.68151073,,,,28045.0,PARQUE ENRIQUE TIERNO,31024059.0,16/04/21,D025210,AE21,RECTO,deportivas,
7862153,Barra de equilibrio en CDE,24,legazpi,2.0,árgánzúélá,OPERATIVO,442156.556,4471161.619,ETRS89,40.38904363,-3.68152436,,,,28045.0,PARQUE ENRIQUE TIERNO,31024059.0,fecha_incorrecta,D025208,AE21,BARRA FIJA,deportivas,
7862150,Banco de abdominales en CDE,24,LEGÁZPI,2.0,ARGANZÚÉLA,OPERATIVO,442168.595,4471162.016,ETRS89,40.38904805,-3.68138256,,,,28045.0,PARQUE ENRIQUE TIERNO,31024059.0,16/04/2021,D025205,AE21,RECTO,deportivas,
7861630,Barra defFlexiones en CDE,127,pradolongo,12.0,úsérá,OPERATIVO,440521.813,4470048.302,ETRS89,40.37889917,-3.70067999,,,,28026.0,"TOMELLOSO,63",11082377.0,25/03/21,D125804,AE21,BARRA FLEXIONES TRIPLE,deportivas,
7861629,Banco de abdominales en CDE,124,álmendrales,12.0,USERA,OPERATIVO,440704.253,4470403.742,ETRS89,40.38211417,-3.69856399,,,,28026.0,"PLAZA CAMPO DE CRIPTANA, 9",11082394.0,16/04/21,D125811,AE21,BANCO ABDOMINALES,deportivas,
7861623,Escalera Horizontal en CDE,127,PRADOLONGO,12.0,USERA,OPERATIVO,440514.201,4470051.914,ETRS89,40.37893117,-3.70076999,,,,28026.0,"TOMELLOSO, 63",11082377.0,2021-03-25 00:00:00,D125805,AE21,ESCALERA HORIZONTAL,deportivas,
7861621,Escalada en CDE,127,PRADOLONGO,12.0,usera,OPERATIVO,440530.285,4470046.126,ETRS89,40.37888017,-3.70057999,,,,28026.0,"CALLE DE TOMELLOSO 63,",11082377.0,2021/04/16,D125803,AE21,ESCALERA VERTICAL,deportivas,
7861614,Barras paralelas en CDE,127,pradolongo,12.0,USERA,OPERATIVO,440481.015,4470106.348,ETRS89,40.37941917,-3.701166,,,,28026.0,CALLE DE TOMELLOSO 63,11082456.0,2021/04/16,D125807,AE21,PARALELAS,deportivas,
7861610,Barra defFlexiones en CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435781.284,4469769.1,ETRS89,40.37603217,-3.75649299,,,,28044.0,"CAMINO CRUCES, 4",20078470.0,2021/05/06,D115903,AE21,BARRA FLEXION TRIPLE,deportivas,
7861606,Banco de abdominales en CDE,116,búénávístá,11.0,carabanchel,OPERATIVO,435795.638,4469769.865,ETRS89,40.37604017,-3.75632399,,,,28044.0,"CAMINO CRUCES, 4",20078470.0,2021-05-06 00:00:00,D115911,AE21,BANCO DE ABDOMINALES,deportivas,
7861605,Barras paralelas en CDE,116,BUENAVISTA,11.0,carabanchel,OPERATIVO,435793.651,4469765.775,ETRS89,40.37600317,-3.75634699,,,,28044.0,CAMINO DE LAS CRUCES 4,20078470.0,05-06-2021,D115909,AE21,PARALELAS BAJAS,deportivas,
7861604,Banco de abdominales en CDE,116,buenavista,11.0,carabanchel,OPERATIVO,435792.411,4469769.782,ETRS89,40.37603917,-3.756362,,,,28044.0,"CAMINO CRUCES, 4",20078470.0,2021-05-06 00:00:00,D115910,AE21,BANCO DE ABDOMINALES,deportivas,
7861602,Barras paralelas en CDE,116,búénávístá,11.0,carabanchel,OPERATIVO,435797.89,4469765.184,ETRS89,40.37599817,-3.756297,,,,28044.0,CAMINO DE LAS CRUCES 4,20078470.0,fecha_incorrecta,D115908,AE21,PARALELAS ALTAS,deportivas,
7861598,Barra defFlexiones en CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435798.941,4469768.949,ETRS89,40.37603217,-3.756285,,,,28044.0,"CAMINO CRUCES, 4",20078470.0,06/05/21,D115905,AE21,BARRA FLEXIONES,deportivas,
7861113,Varios Juegos en CDE,205,rosas,20.0,san blas - canillejas,OPERATIVO,449299.14,4475811.61,ETRS89,40.43139922,-3.59774401,AVENIDA,ARCENTALES,57,28022.0,,31042641.0,fecha_incorrecta,C208408,AE21,,deportivas,
7861110,Varios Juegos en CDE,205,rosas,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449292.73,4475811.6,ETRS89,40.43139874,-3.59781958,AVENIDA,ARCENTALES,57,28022.0,,31042641.0,01/04/2021,C208407,AE21,,deportivas,
7859446,Varios Juegos en CDE,205,ROSÁS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449279.16,4475812.34,ETRS89,40.43140458,-3.59797961,AVENIDA,ARCENTALES,57,28022.0,,31042641.0,2021/04/01,C208403,AE21,,deportivas,
7859444,Vallas de salto en CDE,205,rosas,20.0,sán blás - cánílléjás,OPERATIVO,449286.1,4475812.3,ETRS89,40.43140464,-3.59789779,AVENIDA,ARCENTALES,57,28022.0,,31042641.0,2021/04/01,C208402,AE21,,deportivas,
7859425,Banco de abdominales en CDE,24,LEGAZPI,2.0,ARGANZUELA,OPERATIVO,441871.431,4470835.004,ETRS89,40.38608146,-3.68485374,,,,28045.0,PARQUE ENRIQUE TIERNO GALVAN,20118243.0,fecha_incorrecta,D025023,AE21,,deportivas,
7859424,Escalera Horizontal en CDE,24,légázpí,2.0,arganzuela,OPERATIVO,441880.691,4470834.475,ETRS89,40.38607734,-3.6847446,,,,28045.0,PARQUE ENRIQUE TIERNO GALVAN,20118243.0,05/04/2021,D025022,AE21,,deportivas,
7859417,Barra defFlexiones en CDE,24,LEGAZPI,2.0,ÁRGÁNZÚELA,OPERATIVO,441941.546,4470858.552,ETRS89,40.38629848,-3.68402986,,,,28045.0,PARQUE ENRIQUE TIERNO GALVAN,20118243.0,04-05-2021,D025019,AE21,,deportivas,
7859412,Banco de abdominales en CDE,24,legazpi,2.0,árgánzúélá,OPERATIVO,442065.106,4470963.063,ETRS89,40.38724858,-3.68258371,,,,28045.0,PARQUE ENRIQUE TIERNO GALVAN,20118243.0,04-05-2021,D025017,AE21,,deportivas,
7859407,Barra de estiramientos en CDE,24,LÉGÁZPÍ,2.0,ARGANZUELA,OPERATIVO,442070.927,4470968.09,ETRS89,40.38729427,-3.68251559,,,,28045.0,PARQUE ENRIQUE TIERNO GALVAN,20118243.0,05/04/2021,D025015,AE21,,deportivas,
9438564,Barra defFlexiones en CDE,84,pilar,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439965.834,4481435.629,ETRS89,40.48144138,-3.70830467,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,2024/03/26,D087609,AE21,,deportivas,
9438563,Barra de estiramientos en CDE,84,pilar,8.0,fuencarral - el pardo,OPERATIVO,439951.414,4481432.057,ETRS89,40.48140816,-3.70847445,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,2024/03/26,D087608,AE21,,deportivas,
9438561,Varios Juegos en CDE,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439968.612,4481435.761,ETRS89,40.48144277,-3.70827191,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,fecha_incorrecta,D087606,AE21,,deportivas,
9438461,Barra defFlexiones en CDE,84,pilar,8.0,fúéncárrál - él párdó,OPERATIVO,439955.713,4481431.505,ETRS89,40.4814035,-3.70842368,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,2024/03/26,D087603,AE21,,deportivas,
9438379,Banco de abdominales en CDE,84,PILAR,8.0,fuencarral - el pardo,OPERATIVO,439949.363,4481429.123,ETRS89,40.48138158,-3.70849837,,,,28034.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,26/03/24,D087601,AE21,,deportivas,
9438358,Varios Juegos en CDE,85,LA PAZ,8.0,fuencarral - el pardo,OPERATIVO,440365.402,4481514.868,ETRS89,40.48218399,-3.70359821,,,,28029.0,CV  C/FINISTERRE,20098055.0,2024-03-26 00:00:00,D087507,AE21,,deportivas,
9438330,Varios Juegos en CDE,85,la paz,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440371.091,4481520.556,ETRS89,40.48223564,-3.70353163,,,,28029.0,CV  C/FINISTERRE,20098055.0,2024-03-26 00:00:00,D087506,AE21,,deportivas,
9438326,Banco de abdominales en CDE,85,LA PAZ,8.0,FÚENCÁRRAL - EL PARDÓ,OPERATIVO,440361.169,4481515.926,ETRS89,40.48219322,-3.70364825,,,,28029.0,CV  C/FINISTERRE,20098055.0,26/03/24,D087505,AE21,,deportivas,
9407970,Varios Juegos en CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435345.127,4469506.135,ETRS89,40.37362955,-3.7616038,,,,28044.0,PARQUE CRUCES,31050612.0,08-01-2023,C118613,AE21,,deportivas,
9407955,Varios Juegos en CDE,116,buenavista,11.0,CARABANCHEL,OPERATIVO,435338.976,4469514.007,ETRS89,40.37369998,-3.76167704,,,,28044.0,PARQUE CRUCES,31050612.0,01/08/2023,C118612,AE21,,deportivas,
9407942,Varios Juegos en CDE,116,buenavista,11.0,CARABANCHEL,OPERATIVO,435360.341,4469522.539,ETRS89,40.3737785,-3.76142626,,,,28044.0,PARQUE CRUCES,31050612.0,2023/08/01,C118611,AE21,,deportivas,
9407939,Varios Juegos en CDE,116,BUENAVISTA,11.0,cárábánchél,OPERATIVO,435350.75,4469508.847,ETRS89,40.37365441,-3.76153784,,,,28044.0,PARQUE CRUCES,31050612.0,2023/08/01,C118610,AE21,,deportivas,
7859243,Banco de abdominales en CDE,131,entrevias,13.0,PUENTE DE VALLECAS,OPERATIVO,443144.753,4469279.028,ETRS89,40.37215217,-3.669714,,,,28053.0,"RDA SUR, 000227",20084211.0,07/04/2021,D135212,AE21,,deportivas,
7859241,Multiejercicio en CDE,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,443139.363,4469273.518,ETRS89,40.37210217,-3.66977699,,,,28053.0,"RDA SUR, 000227",20084211.0,07/04/2021,D135211,AE21,,deportivas,
7859240,Barra defFlexiones en CDE,131,ÉNTREVIÁS,13.0,PUENTE DE VALLECAS,OPERATIVO,443126.286,4469273.284,ETRS89,40.37209917,-3.669931,,,,28053.0,"RDA SUR, 000227",20084211.0,2021/04/07,D135210,AE21,,deportivas,
7858415,Barras paralelas en CDE,85,lá paz,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440682.66,4481358.5,ETRS89,40.48079809,-3.69984068,,,,28029.0,PARQUE NORTE,20095307.0,2021-04-05 00:00:00,D086311,AE21,ALTAS,deportivas,
7858374,Barra de estiramientos en CDE,85,LA PAZ,8.0,fúéncárrál - él párdó,OPERATIVO,440684.77,4481363.66,ETRS89,40.48084473,-3.69981627,,,,28029.0,PARQUE NORTE,20095307.0,05/04/21,D086310,AE21,TRES ALTURAS,deportivas,
7858373,Banco de abdominales en CDE,85,LA PAZ,8.0,fúéncárrál - él párdó,OPERATIVO,440687.29,4481362.6,ETRS89,40.48083536,-3.69978644,,,,28029.0,PARQUE  NORTE,20095307.0,2021/04/05,D086309,AE21,RECTO,deportivas,
7858372,Varios Juegos en CDE,85,lá páz,8.0,fuencarral - el pardo,OPERATIVO,440680.67,4481369.35,ETRS89,40.48089569,-3.69986517,,,,28029.0,PARQUE NORTE,20095307.0,05/04/21,D086308,AE21,PORTICO TRX,deportivas,
7858371,Barra defFlexiones en CDE,85,la paz,8.0,fúéncárrál - él párdó,OPERATIVO,440681.33,4481377.68,ETRS89,40.48097078,-3.69985817,,,,28029.0,PARQUE NORTE,20095307.0,04-05-2021,D086307,AE21,FIJA,deportivas,
7855040,Varios Juegos en CDE,85,LÁ PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440692.26,4481360.85,ETRS89,40.48081995,-3.69972765,,,,28029.0,PARQUE NORTE,20095304.0,fecha_incorrecta,D086303,AE21,PORTICO DE PESAS,deportivas,
7853213,Barras paralelas en CDE,95,váldémárín,9.0,moncloa - aravaca,OPERATIVO,433244.06,4479878.06,ETRS89,40.46689728,-3.78743989,AVENIDA,VALDEMARIN,109,28023.0,,20166358.0,2021-03-29 00:00:00,D095306,AE21,ALTAS,deportivas,
7853204,Barras paralelas en CDE,97,ARAVÁCÁ,9.0,MONCLOA - ARAVACA,OPERATIVO,433155.86,4478390.44,ETRS89,40.45348937,-3.78832351,CALLE,ESCULTOR PERESEJO,7,28023.0,,20063661.0,fecha_incorrecta,D095011,AE21,BAJAS,deportivas,
7853198,Escalada en CDE,97,aravaca,9.0,móncloa - arávácá,OPERATIVO,433286.57,4478356.17,ETRS89,40.45319116,-3.78677853,CAMINO,POZUELO,6,28023.0,,20018622.0,2006-01-25 00:00:00,D095008,AE21,ESCALERA,deportivas,
7853196,Banco de abdominales en CDE,97,ARAVACA,9.0,MONCLOA - ARÁVÁCA,OPERATIVO,433297.15,4478357.1,ETRS89,40.45320038,-3.78665386,CAMINO,POZUELO,6,28023.0,,20018622.0,22/03/2021,D095007,AE21,RECTO,deportivas,
7853192,Barras paralelas en CDE,97,ARAVACA,9.0,MONCLOA - ARAVACA,OPERATIVO,433284.45,4478357.23,ETRS89,40.45320053,-3.78680364,CAMINO,POZUELO,6,28023.0,,20018622.0,03-22-2021,D095005,AE21,PARALELAS ALTAS,deportivas,
7847547,Banco de abdominales en CDE,105,CAMPAMENTO,10.0,LATINA,OPERATIVO,434331.04,4472405.32,ETRS89,40.39966722,-3.77384709,CARRETERA,BOADILLA DEL MONTE,34,28024.0,,11066400.0,03-08-2021,D106306,AE21,RECTO,deportivas,
7847545,Barras paralelas en CDE,105,campamento,10.0,LATINA,OPERATIVO,434331.04,4472403.99,ETRS89,40.39965523,-3.77384695,CARRETERA,BOADILLA DEL MONTE,34,28024.0,,11066400.0,2021/03/08,D106305,AE21,BAJAS,deportivas,
7847543,Barras paralelas en CDE,105,CAMPAMENTO,10.0,LATINA,OPERATIVO,434331.04,4472403.2,ETRS89,40.39964812,-3.77384687,CARRETERA,BOADILLA DEL MONTE,34,28024.0,,11066400.0,fecha_incorrecta,D106304,AE21,ALTAS,deportivas,
7841857,Banco de abdominales en CDE,97,ARAVACA,9.0,mónclóá - áráváca,OPERATIVO,434194.896,4478365.905,ETRS89,40.45335126,-3.77606822,,,,28023.0,"VIRGEN DE LOS ROSALES, 42",20125594.0,fecha_incorrecta,D095207,AE21,,deportivas,
7841811,Banco de abdominales en CDE,97,ARAVACA,9.0,moncloa - aravaca,OPERATIVO,434196.64,4478368.22,ETRS89,40.45337225,-3.77604789,CALLE,VIRGEN DE LOS ROSALES,42,28023.0,,20125594.0,2021-05-22 00:00:00,D095206,AE21,INCLINADO,deportivas,
7841700,Multiejercicio en CDE,97,ARAVACA,9.0,moncloa - aravaca,OPERATIVO,434193.46,4478358.69,ETRS89,40.45328615,-3.77608441,CALLE,VIRGEN DE LOS ROSALES,42,28023.0,,20125594.0,03-22-2021,D095203,AE21,BARRAS,deportivas,
7841010,Banco de abdominales en CDE,86,válverdé,8.0,fuencarral - el pardo,OPERATIVO,441746.43,4483397.95,ETRS89,40.49924556,-3.68747839,CALLE,AFUERAS A VALVERDE,2,28034.0,,20060737.0,15/03/21,D086207,AE21,RECTO,deportivas,
7840997,Banco de abdominales en CDE,86,valvérde,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441745.64,4483398.08,ETRS89,40.49924668,-3.68748772,CALLE,AFUERAS A VALVERDE,2,28034.0,,20060737.0,15/03/21,D086206,AE21,INCLINADO,deportivas,
7840976,Barras paralelas en CDE,86,valverde,8.0,fuencarral - el pardo,OPERATIVO,441746.96,4483400.46,ETRS89,40.49926821,-3.68747236,CALLE,AFUERAS A VALVERDE,2,28034.0,,20060737.0,fecha_incorrecta,D086205,AE21,PARALELAS BAJAS,deportivas,
7840950,Barras paralelas en CDE,86,válvérdé,8.0,fuencarral - el pardo,OPERATIVO,441747.36,4483401.39,ETRS89,40.49927661,-3.68746773,CALLE,AFUERAS A VALVERDE,2,28034.0,,20060737.0,2021-03-15 00:00:00,D086204,AE21,PARALELAS ALTAS,deportivas,
7840946,Multiejercicio en CDE,86,valverde,8.0,fuencarral - el pardo,OPERATIVO,441746.43,4483400.72,ETRS89,40.49927051,-3.68747864,CALLE,AFUERAS A VALVERDE,2,28034.0,,20060737.0,fecha_incorrecta,D086203,AE21,BARRAS,deportivas,
7840504,Multiejercicio en CDE,183,énsánché dé vállécás,18.0,VILLA DE VALLECAS,OPERATIVO,446460.77,4469612.196,ETRS89,40.37537317,-3.63068399,,,,28031.0,CALLE DE TINEO 13,31016534.0,25/03/21,D186205,AE21,BRAQUIACIÓN - ESPALDERA,deportivas,
9407935,Varios Juegos en CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435355.975,4469520.555,ETRS89,40.37376029,-3.76147748,,,,28044.0,PARQUE CRUCES,31050612.0,2023/08/01,C118608,AE21,,deportivas,
9407911,Varios Juegos en CDE,116,búénávístá,11.0,CÁRABÁNCHEL,OPERATIVO,435344.203,4469522.018,ETRS89,40.37377256,-3.76161629,,,,28044.0,PARQUE CRUCES,31050612.0,01/08/2023,C118604,AE21,,deportivas,
9407738,Varios Juegos en CDE,116,buenavista,11.0,carabanchel,OPERATIVO,435913.984,4469729.981,ETRS89,40.37568998,-3.75492599,,,,28044.0,PARQUE CAMINO DE LAS CRUCES,11077627.0,2023-08-01 00:00:00,C118503,AE21,,deportivas,
9398027,Banco de abdominales en CDE,101,lós cárménés,10.0,latina,OPERATIVO,438171.694,4472932.019,ETRS89,40.40470597,-3.72864332,,,,28011.0,PARQUE CARAMUEL,20148982.0,2023-11-27 00:00:00,D105508,AE21,,deportivas,
9397993,Banco de abdominales en CDE,101,LOS CARMENES,10.0,latina,OPERATIVO,438161.375,4472922.891,ETRS89,40.40462298,-3.72876404,,,,28011.0,PARQUE CARAMUEL,20148982.0,2023-11-27 00:00:00,D105507,AE21,,deportivas,
9397133,Varios Juegos en CDE,131,entrevias,13.0,PUENTE DE VALLECAS,OPERATIVO,442560.261,4470305.248,ETRS89,40.38135689,-3.67669092,,,,28053.0,C/ LAGARTERA,31012755.0,fecha_incorrecta,D137205,AE21,,deportivas,
9397074,Varios Juegos en CDE,131,ENTREVIAS,13.0,púénte dé vállecas,OPERATIVO,442626.388,4470495.569,ETRS89,40.38307597,-3.67592908,,,,28053.0,C/ LAGARTERA,31012755.0,2023-11-28 00:00:00,D137309,AE21,,deportivas,
9397069,Varios Juegos en CDE,131,entrevíás,13.0,púente de vállecás,OPERATIVO,442623.676,4470494.445,ETRS89,40.38306565,-3.67596093,,,,28053.0,C/ LAGARTERA,31012755.0,2023-11-28 00:00:00,D137304,AE21,,deportivas,
9397068,Varios Juegos en CDE,131,entrevias,13.0,PUENTE DE VALLECAS,OPERATIVO,442620.832,4470496.098,ETRS89,40.38308035,-3.67599458,,,,28053.0,C/ LAGARTERA,31012755.0,2023/11/28,D137303,AE21,,deportivas,
9397066,Varios Juegos en CDE,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442622.684,4470499.141,ETRS89,40.38310789,-3.67597303,,,,28053.0,C/ LAGARTERA,31012755.0,2023-11-28 00:00:00,D137301,AE21,,deportivas,
9396925,Varios Juegos en CDE,131,entrevias,13.0,PUÉNTÉ DÉ VALLÉCÁS,OPERATIVO,442643.713,4470537.687,ETRS89,40.38345658,-3.67572877,,,,28053.0,C/ LAGARTERA,31012755.0,2023/11/28,C138806,AE21,,deportivas,
9396912,Varios Juegos en CDE,131,ENTREVIAS,13.0,puente de vallecas,OPERATIVO,442645.334,4470530.82,ETRS89,40.38339483,-3.67570906,,,,28053.0,C/ LAGARTERA,31012755.0,28/11/23,C138802,AE21,,deportivas,
9396699,Varios Juegos en CDE,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444882.726,4475247.366,ETRS89,40.42603528,-3.64975989,,,,28017.0,CV C/MARIA TERESA SAEZ DE HEREDIA,11103833.0,09-15-2023,D155704,AE21,,deportivas,
7840501,Barras paralelas en CDE,183,ÉNSANCHÉ DÉ VÁLLÉCAS,18.0,VILLA DE VALLECAS,OPERATIVO,446455.276,4469615.677,ETRS89,40.37540417,-3.630749,,,,28031.0,CALLE DE TINEO 13,31016534.0,25/03/21,D186204,AE21,BARRAS PARALELAS,deportivas,
7840498,Banco de abdominales en CDE,183,ensanche de vallecas,18.0,VILLA DE VALLECAS,OPERATIVO,446461.324,4469606.531,ETRS89,40.37532217,-3.63067699,,,,28031.0,"CALLE TINEO, 13",31016534.0,25/03/2021,D186202,AE21,BANCO DE ABDOMINALES,deportivas,
7840496,Barras paralelas en CDE,183,ensanche de vallecas,18.0,víllá dé vállécás,OPERATIVO,446455.749,4469610.456,ETRS89,40.37535717,-3.63074299,CALLE,TINEO,13,28031.0,,31016534.0,25/03/2021,D186203,AE21,,deportivas,
7840420,Banco de abdominales en CDE,133,PALOMERAS BAJÁS,13.0,PUENTE DE VALLECAS,OPERATIVO,444456.419,4471338.451,ETRS89,40.39079317,-3.65444399,,,,28038.0,"CALLE ESCRITOR, 3",20003182.0,2021/03/25,D135903,AE21,BANCO DE ABDOMINALES,deportivas,
7840417,Multiejercicio en CDE,133,PALOMERAS BAJAS,13.0,puente de vallecas,OPERATIVO,444442.502,4471338.887,ETRS89,40.39079617,-3.654608,,,,28038.0,CALLE DEL ESCRITOR 3,20003182.0,2021-03-25 00:00:00,D135901,AE21,BRAQUIACIÓN - ESPALDERA,deportivas,
7839121,Barras paralelas en CDE,86,VALVERDE,8.0,fúéncárrál - él párdó,OPERATIVO,442972.89,4484591.83,ETRS89,40.51008569,-3.67311281,CALLE,FROMISTA,15 A,28050.0,,31012691.0,03-24-2021,D086107,AE21,BARRAS,deportivas,
7839120,Barras paralelas en CDE,86,valverde,8.0,FUENCARRAL - EL PARDO,OPERATIVO,442974.4,4484592.65,ETRS89,40.51009318,-3.67309506,CALLE,FROMISTA,15 A,28050.0,,31012691.0,24/03/21,D086106,AE21,BARRAS,deportivas,
7839118,Banco de abdominales en CDE,86,válverdé,8.0,FÚÉNCÁRRÁL - ÉL PARDO,OPERATIVO,442971.35,4484590.27,ETRS89,40.51007153,-3.67313084,CALLE,FROMISTA,15 A,28050.0,,31012691.0,24/03/21,D086104,AE21,INCLINADO,deportivas,
7839112,Multiejercicio en CDE,86,valverde,8.0,fuencarral - el pardo,OPERATIVO,442969.5,4484593.45,ETRS89,40.51010005,-3.67315297,CALLE,FROMISTA,15 A,28050.0,,31012691.0,2021/03/24,D086103,AE21,BARRAS,deportivas,
7838854,Barras paralelas en CDE,136,NUMANCIA,13.0,puente de vallecas,OPERATIVO,444420.16,4472000.754,ETRS89,40.39675717,-3.65492899,,,,28038.0,CALLE BENJAMIN PALENCIA  2,20002299.0,2021/03/23,D135805,AE21,BARRAS PARALELAS BAJAS,deportivas,
7838847,Banco de abdominales en CDE,136,NUMANCIA,13.0,PUENTE DE VALLECAS,OPERATIVO,444418.192,4471998.659,ETRS89,40.39673816,-3.654952,,,,28038.0,"CALLE BENJAMIN PALENCIA, 2",20002299.0,2021-03-23 00:00:00,D135803,AE21,BANCO ABDOMINALES,deportivas,
7837854,Barras paralelas en CDE,136,NUMANCIA,13.0,PUENTE DE VALLECAS,OPERATIVO,444913.258,4472279.292,ETRS89,40.39929917,-3.64914299,,,,28051.0,CALLE EL BOSCO 22,31056634.0,03-22-2021,D135706,AE21,BARRAS PARALELAS,deportivas,
9393872,Varios Juegos en CDE,213,casco historico de barajas,21.0,BARAJAS,OPERATIVO,451163.557,4480249.91,ETRS89,40.47149383,-3.57610566,,,,28042.0,"AYERBE, 22",20078838.0,03/11/23,D216214,AE21,,deportivas,
9393871,Varios Juegos en CDE,213,cáscó hístórícó dé bárájás,21.0,BARÁJAS,OPERATIVO,451156.678,4480240.12,ETRS89,40.47140523,-3.57618605,,,,28042.0,"AYERBE, 22",20078838.0,03/11/2023,D216213,AE21,,deportivas,
9393870,Varios Juegos en CDE,213,CASCO HISTORICO DE BARAJAS,21.0,BÁRÁJÁS,OPERATIVO,451163.954,4480246.603,ETRS89,40.47146406,-3.57610073,,,,28042.0,"AYERBE, 22",20078838.0,11-03-2023,D216212,AE21,,deportivas,
9393862,Varios Juegos en CDE,213,CASCO HISTORICO DE BARAJAS,21.0,bárájás,OPERATIVO,451163.689,4480243.692,ETRS89,40.47143782,-3.57610363,,,,28042.0,"AYERBE,022",20078838.0,03/11/23,D216209,AE21,,deportivas,
9393758,Varios Juegos en CDE,213,CASCO HISTORICO DE BARAJAS,21.0,BARAJAS,OPERATIVO,451161.837,4480244.254,ETRS89,40.47144277,-3.57612552,,,,28042.0,"AYERBE, 22",20078838.0,fecha_incorrecta,D216202,AE21,,deportivas,
9392914,Varios Juegos en CDE,212,áeropuertó,21.0,barajas,OPERATIVO,451082.38,4480238.496,ETRS89,40.47138623,-3.57706235,,,,28042.0,"AYERBE, 23",20152036.0,fecha_incorrecta,D216301,AE21,,deportivas,
9392450,Barra de estiramientos en CDE,126,zofio,12.0,ÚSÉRA,OPERATIVO,439533.716,4470589.025,ETRS89,40.38369917,-3.71237068,,,,28026.0,"RAFAELA YBARRA, 4",20025114.0,18/12/23,D127005,AE21,,deportivas,
9392191,Barra defFlexiones en CDE,126,zofio,12.0,USERA,OPERATIVO,439523.332,4470581.418,ETRS89,40.38362989,-3.71249229,,,,28026.0,"RAFAELA YBARRA, 4",20025114.0,12-18-2023,D127003,AE21,,deportivas,
9389889,Varios Juegos en CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449099.393,4474886.524,ETRS89,40.42305325,-3.60002476,,,,28022.0,CV SOFIA,20150424.0,2023-08-09 00:00:00,C208809,AE21,,deportivas,
