ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,tipo
3568711,Circuito deportivo elemental,85,lA paz,8.0,fuencaRrAL - eL PARdO,OPERATIVO,440597.41,4481480.16,ETRS89,40.48188796,-3.70085781,CALLE,PEDRO RICO,1,28029.0,PARQUE NORTE 3 (ANTONIO LOPEZ AGUADO),20103366.0,08/03/17,D0852,AE21,5,deportivas
3569210,Circuito deportivo elemental,87,MIrásIErRá,8.0,fueNCArral - el pArDO,OPERATIVO,438497.36,4482668.09,ETRS89,40.49243631,-3.72574853,CALLE,MARIA DE MAEZTU,108,28049.0,"CALLE MARIA DE MAEZTU, 108 C/V SENDA DEL INFANTE",31052003.0,2017-10-09 00:00:00,D0854,AE21,9,deportivas
3573005,Circuito deportivo elemental,192,VaLDEBErNardo,19.0,VICAlVaRO,OPERATIVO,446968.13,4472539.44,ETRS89,40.40177615,-3.62495141,CALLE,LADERA DE LOS ALMENDROS,14E,28032.0,"LADERA DE LOS ALMENDROS, 000014  E",20151600.0,20/10/2013,D1950,AE21,12,deportivas
3573016,Circuito deportivo elemental,192,VAlDEBErNáRDO,19.0,viCalVaRO,OPERATIVO,447538.38,4471701.76,ETRS89,40.3942659,-3.61816268,AVENIDA,DEMOCRACIA,50,28031.0,"AVDA DEMOCRACIA, 000050",20165254.0,20/10/13,D1953,AE21,11,deportivas
3573208,Circuito deportivo elemental,183,EnsancHE de ValLeCAS,18.0,vILLA DE VáLLECAs,OPERATIVO,449416.79,4468380.84,ETRS89,40.36446486,-3.59576667,CALLE,MARIA TERESA LEON,1G,28051.0,"MARÍA TERESA LEÓN, 000001  G",31026567.0,20/10/13,D1854,AE21,3,deportivas
3573331,Circuito deportivo elemental,182,SANtA EUGeNIa,18.0,vIlLA De vALLEcas,OPERATIVO,448854.01,4469974.4,ETRS89,40.37878646,-3.60252257,CALLE,POZA DE LA SAL,3,28031.0,"POZA DE LA SAL, 000003",11131688.0,23/10/2013,D1851,AE21,5,deportivas
3573333,Circuito deportivo elemental,181,cascO hiSToriCO DE VallECaS,18.0,viLLA De vALLEcAS,OPERATIVO,446970.232,4469259.493,ETRS89,40.37222835,-3.62465361,CALLE,BABILAFUENTE,2,28031.0,"BABILAFUENTE, 000002",20170570.0,2013-10-20 00:00:00,D1853,AE21,4,deportivas
3573466,Circuito deportivo elemental,181,CAsCO HISTOriCo dE vallEcAS,18.0,villA dE vaLLeCAS,OPERATIVO,446183.7,4469509.08,ETRS89,40.37442638,-3.63393894,CARRETERA,VILLAVERDE A VALLECAS,289,28031.0,"CTRA VILLAVERDE A VALLECAS, 000289",20180908.0,2013/10/20,D1856,AE21,9,deportivas
4792795,Circuito deportivo elemental,192,vaLDebernARDo,19.0,vicalVArO,OPERATIVO,446881.88,4472327.78,ETRS89,40.39986388,-3.6259501,AUTOVIA,M-40,1500EX,28032.0,"AUTOV M-40, 001500 EX",31031401.0,2017-12-20 00:00:00,D1954,AE21,8,deportivas
4792812,Circuito deportivo elemental,191,casCo histORicO de VicaLvArO,19.0,vIcALVArO,OPERATIVO,449811.48,4473216.06,ETRS89,40.40804785,-3.5914992,CALLE,ABAD JUAN CATALAN,70,28032.0,"ABAD JUAN CATALÁN, 000070",31037333.0,12-18-2017,D1957,AE21,8,deportivas
4795141,Circuito deportivo elemental,134,PALoMEras suREsTE,13.0,PuENTE de valLEcas,OPERATIVO,446093.72,4470974.62,ETRS89,40.38762311,-3.63512279,AVENIDA,,48,28038.0,"AVDA MIGUEL HERNÁNDEZ, 000048",20035278.0,2017/06/08,D1355,AE21,6,deportivas
4986445,Circuito deportivo elemental,172,sán críStObAL,17.0,vILLAVERde,OPERATIVO,441299.28,4466363.19,ETRS89,40.34575667,-3.69118256,CALLE,BENIFERRI,2,28021.0,"BENIFERRI, 000002",11126150.0,2018-11-30 00:00:00,D1756,AE21,11,deportivas
4988362,Circuito deportivo elemental,52,pROspERIDaD,5.0,cHamarTiN,OPERATIVO,443204.75,4476943.93,ETRS89,40.44120593,-3.66969137,CALLE,CORAZON DE MARIA,18,28002.0,PARQUE PUERTA DE AMERICA,20120209.0,2018-12-20 00:00:00,D0502,AE21,4,deportivas
3568708,Circuito deportivo elemental,97,aRAVacA,9.0,mOncLoa - AraVACa,OPERATIVO,433267.98,4478349.75,ETRS89,40.45313183,-3.78699707,CALLE,ESCULTOR PERESEJO,60,28023.0,"ESCULTOR PERESEJO, 60-6 (PARQUE ARROYO POZUELO)",20063772.0,01-25-2006,D0950,AE21,11,deportivas
3568959,Circuito deportivo elemental,44,gUINdAlERA,4.0,SAlAMancA,OPERATIVO,444014.4,4477014.43,ETRS89,40.44189594,-3.66015134,AVENIDA,BRASILIA,6,28028.0,"AVENIDA DE BRASILIA, 6",31026007.0,fecha_incorrecta,D0451,AE21,6,deportivas
3569421,Circuito deportivo elemental,62,CUáTRó cAmíNOS,6.0,TEtúán,OPERATIVO,440796.97,4478265.17,ETRS89,40.45294029,-3.69820349,AVENIDA,GENERAL PERON,5,28020.0,,11029966.0,2004-01-01 00:00:00,D0652,AE21,9,deportivas
3573015,Circuito deportivo elemental,191,cAsCo hISToriCO de vIcALVaRo,19.0,viCaLvaRo,OPERATIVO,449242.72,4473418.81,ETRS89,40.40983987,-3.59821817,PASEO,POLIDEPORTIVO,144,28032.0,"PASEO POLIDEPORTIVO, 000144",20154043.0,fecha_incorrecta,D1951,AE21,11,deportivas
3573050,Circuito deportivo elemental,113,Sán IsIDró,11.0,CArAbANCHEl,OPERATIVO,438262.05,4471523.78,ETRS89,40.39202662,-3.72744201,CALLE,EL TOBOSO,25,28019.0,"EL TOBOSO, 000025",11073134.0,fecha_incorrecta,D1156,AE21,13,deportivas
3573330,Circuito deportivo elemental,182,SANTa EugENIA,18.0,vIlLA dE VALlECas,OPERATIVO,448301.55,4470260.53,ETRS89,40.38133003,-3.60905366,CALLE,ZAZUAR,12,28031.0,"ZAZUAR, 000012",31011883.0,10-23-2013,D1850,AE21,10,deportivas
3573332,Circuito deportivo elemental,182,sANtA EugEnIa,18.0,vILla De valleCAs,OPERATIVO,448611.62,4469846.57,ETRS89,40.37761997,-3.60536757,CALLE,POZA DE LA SAL,19,28031.0,"POZA DE LA SAL, 000019",11131700.0,10-23-2013,D1855,AE21,7,deportivas
3573350,Circuito deportivo elemental,181,CAsco HIstORiCo dE VAlLeCAS,18.0,VIlla DE VaLLECaS,OPERATIVO,447019.82,4469328.46,ETRS89,40.3728528,-3.62407526,CALLE,BABILAFUENTE,1,28031.0,"BABILAFUENTE, 000001",20170576.0,20/10/2013,D1852,AE21,11,deportivas
4792788,Circuito deportivo elemental,192,VAldEbernaRDO,19.0,vicAlVARO,OPERATIVO,447539.09,4472342.72,ETRS89,40.40004013,-3.61820713,CALLE,CORDEL DE PAVONES,9,28032.0,"CORDEL DE PAVONES, 000009",31006992.0,fecha_incorrecta,D1956,AE21,8,deportivas
4792806,Circuito deportivo elemental,191,CascO HIstOrIcO de VicaLVARo,19.0,VicaLvaRo,OPERATIVO,447675.68,4473620.38,ETRS89,40.41155872,-3.61670266,AVENIDA,DAROCA,299,28032.0,"AVDA DAROCA, 000299",31041868.0,fecha_incorrecta,D1955,AE21,7,deportivas
4794560,Circuito deportivo elemental,62,CuATrO CamInOs,6.0,TEtUaN,OPERATIVO,441208.42,4477835.59,ETRS89,40.44909965,-3.69331167,PASEO,CASTELLANA,75 B,28046.0,,20181752.0,18/06/2018,D0653,AE21,9,deportivas
4985933,Circuito deportivo elemental,181,CAsCO hIsToricO de vaLLEcAS,18.0,VIlLá dé válléCás,OPERATIVO,446385.04,4468656.83,ETRS89,40.36676172,-3.63149569,CALLE,PERALES DEL RIO,14,28031.0,"PERALES DEL RÍO, 000014",31042406.0,2018-06-01 00:00:00,D1857,AE21,6,deportivas
4988302,Circuito deportivo elemental,194,eL CAÑaVeRal,19.0,viCaLVArO,OPERATIVO,452083.52,4472894.74,ETRS89,40.40528704,-3.56469903,CALLE,ALTO DEL ESPARRAGAL,214,28052.0,"ALTO DEL ESPARRAGAL, 000214",31047359.0,fecha_incorrecta,D1958,AE21,9,deportivas
3740686,Circuito deportivo elemental,52,PRoSpERidad,5.0,chamaRtin,OPERATIVO,443654.16,4478163.31,ETRS89,40.45222129,-3.66450074,CALLE,PADRE CLARET,38,28002.0,PARQUE RODIGUEZ DE LA FUENTE,31041818.0,2017-12-01 00:00:00,D0501,AE21,5,deportivas
3971913,Circuito deportivo elemental,124,ALMENDRAlES,12.0,UseRA,OPERATIVO,441061.86,4470414.01,ETRS89,40.38223204,-3.69435226,CALLE,AÑAFIL,14,28026.0,"AÑAFIL, 000014",31009895.0,08/02/16,D1253,AE21,8,deportivas
451353,Circuito deportivo elemental,85,La pAz,8.0,FUeNcaRRAl - eL pARDO,OPERATIVO,441083.07,4481248.95,ETRS89,40.47983973,-3.6951067,AVENIDA,MONFORTE DE LEMOS,12,28029.0,PARQUE NORTE,20095292.0,12-01-2015,D0851,AE21,13,deportivas
451521,Circuito deportivo elemental,104,álúCHé,10.0,LáTíNá,OPERATIVO,435282.347,4472326.805,ETRS89,40.3990344,-3.7626298,PASEO,EXTREMADURA,351,28011.0,"CALLE SESEÑA, 34",11068877.0,fecha_incorrecta,D1054,AE21,11,deportivas
451542,Circuito deportivo elemental,103,luCEro,10.0,latINa,OPERATIVO,436461.18,4472216.34,ETRS89,40.39813007,-3.7487286,CALLE,CUART DE POBLET,19,28047.0,PARQUE CUÑA VERDE,31016351.0,05-06-2021,D1056,AE21,10,deportivas
5195385,Circuito deportivo elemental,171,VILláVérdE áLTO - CAscó híStOrICO DE VIlLáVERDE,17.0,ViLLaVERde,OPERATIVO,439209.51,4466641.08,ETRS89,40.34811041,-3.71581362,CALLE,SULFATO,22E,28021.0,"SULFATO, 000022  E",20162505.0,25/09/2019,D1757,AE21,8,deportivas
52042,Circuito deportivo elemental,24,LEGázPí,2.0,aRGanzUela,OPERATIVO,441938.701,4470854.699,ETRS89,40.38626357,-3.68406303,CALLE,PUERTO DE LA CRUZ VERDE,23,28045.0,Parque Enrique Tierno Galván,20118243.0,2021/04/05,D0250,AE21,12,deportivas
5209117,Circuito deportivo elemental,105,CAMpAmENTó,10.0,latINa,OPERATIVO,434271.75,4471852.53,ETRS89,40.39468281,-3.77448864,CALLE,CINE,33,28024.0,,11066850.0,11-08-2019,D1058,AE21,3,deportivas
52109,Circuito deportivo elemental,113,SAN ISIDrO,11.0,CAraBanchEl,OPERATIVO,438192.2,4472295.05,ETRS89,40.3989694,-3.72833983,PASEO,ERMITA DEL SANTO,74B,28019.0,"PASEO ERMITA DEL SANTO, 000074  B",31048276.0,,D1151,AE21,26,deportivas
52111,Circuito deportivo elemental,114,Vista ALEGre,11.0,cARáBANChEL,OPERATIVO,436321.81,4470514.14,ETRS89,40.38278529,-3.75020059,CALLE,FERNANDO DELGADO,8,28047.0,"FERNANDO DELGADO, 000008",11074893.0,2021-05-06 00:00:00,D1153,AE21,7,deportivas
52122,Circuito deportivo elemental,121,ORcASiTaS,12.0,USera,OPERATIVO,439068.85,4468763.84,ETRS89,40.36722311,-3.71767252,CALLE,BEASAIN,45,28041.0,"BEASAIN, 000045",31030933.0,01/08/2013,D1251,AE21,15,deportivas
5224222,Circuito deportivo elemental,171,vilLAvERdE AlTO - caSco HIsTOrIcO dE VIlLAverdE,17.0,VIllaverde,OPERATIVO,440624.65,4465016.49,ETRS89,40.33357705,-3.69900034,CALLE,TRANSVERSAL SEXTA,20,28021.0,"TRANSVERSAL SEXTA, 000020",20161828.0,18/12/2019,D1758,AE21,6,deportivas
5653716,Area de juegos/especial,35,LOS JEROnIMOS,3.0,rETIRO,OPERATIVO,442075.992,4473971.967,ETRS89,40.41435515,-3.68272925,,,,,,,03/11/2014,,6,1,deportivas
5653737,Area de juegos/especial,35,LOS jERonimOs,3.0,RétíRó,OPERATIVO,442052.286,4473575.217,ETRS89,40.41077938,-3.6829725,,,,,,,fecha_incorrecta,,6,24,deportivas
5653825,Area de juegos/especial,43,FuEnte DEl BErro,4.0,sAlAMaNca,OPERATIVO,444022.896,4474922.684,ETRS89,40.42305296,-3.65986694,,,,,,,2014/10/29,,6,1,deportivas
5653881,Area de juegos/especial,93,cIúdád únIVéRsítárIA,9.0,MoNCLoA - aRAVACa,OPERATIVO,439202.418,4478775.355,ETRS89,40.45742112,-3.71705611,,,,,,,2009-12-29 00:00:00,,6,3,deportivas
5653896,Area de juegos/especial,93,CiuDaD UnIverSitarIA,9.0,MoncLOA - AravAcA,OPERATIVO,438897.19,4478964.46,ETRS89,40.45910227,-3.72067395,,,,,,,2009-12-29 00:00:00,,6,1,deportivas
5653901,Area de juegos/especial,93,cIúDAD UníVErsíTárIA,9.0,MOnclOa - ArAvAcA,OPERATIVO,439219.998,4478724.406,ETRS89,40.45696344,-3.71684391,,,,,,,12-29-2009,,6,2,deportivas
5653905,Area de juegos/especial,93,ciUDAd uNIVERSiTaria,9.0,mONCLóA - áRávácA,OPERATIVO,439076.979,4478382.736,ETRS89,40.45387507,-3.71849777,,,,,,,29/12/09,,6,1,deportivas
5653909,Area de juegos/especial,93,cIuDAD unIVerSiTaRIa,9.0,MONcLoa - arAVACa,OPERATIVO,438967.331,4478495.705,ETRS89,40.4548847,-3.71980167,,,,,,,fecha_incorrecta,,6,1,deportivas
5653924,Area de juegos/especial,93,cIuDAD UniVersitaria,9.0,MOnClOa - ARAvAcA,OPERATIVO,438790.056,4478480.258,ETRS89,40.45473251,-3.72189076,,,,,,,2009-12-29 00:00:00,,6,2,deportivas
5653942,Area de juegos/especial,93,CiUDAd UniVERSitArIA,,MoNcLoa - AravacA,OPERATIVO,438675.604,4478433.465,ETRS89,40.45430254,-3.72323595,,,,,,,29/12/2009,,6,1,deportivas
5653960,Area de juegos/especial,93,CiuDAD uNiveRSITAriA,9.0,MONclOA - aravaca,OPERATIVO,438599.065,4478404.846,ETRS89,40.45403908,-3.72413578,,,,,,,2009/12/29,,6,3,deportivas
5653965,Area de juegos/especial,93,Ciudad uNIvERSITARia,9.0,MonCLoA - aRAvacA,OPERATIVO,438568.502,4478407.44,ETRS89,40.45406019,-3.72449645,,,,,,,fecha_incorrecta,,6,1,deportivas
5653971,Area de juegos/especial,93,CiudAd UnIVErsiTAriA,9.0,moNCloa - arAVacA,OPERATIVO,438662.648,4478554.53,ETRS89,40.45539219,-3.72340043,,,,,,,fecha_incorrecta,,6,1,deportivas
5653995,Area de juegos/especial,93,ciUDAd uniVErsItariA,9.0,mOncLOA - áRávAcA,OPERATIVO,438668.244,4478615.665,ETRS89,40.45594333,-3.72334034,,,,,,,2009-12-29 00:00:00,,6,1,deportivas
5654012,Area de juegos/especial,93,CiudAd uNIvErsiTARIa,9.0,MóNClóá - ArAVACA,OPERATIVO,438593.602,4478711.641,ETRS89,40.4568024,-3.72422988,,,,,,,2009-12-29 00:00:00,,6,1,deportivas
5654016,Area de juegos/especial,93,CiuDaD UniVERSitARIa,9.0,MOnClOA - ARavAcA,OPERATIVO,438655.272,4478772.337,ETRS89,40.45735373,-3.72350846,,,,,,,fecha_incorrecta,,6,1,deportivas
5654025,Area de juegos/especial,93,cIUdad UNIVeRsItArIA,9.0,mONCloA - ARaVACa,OPERATIVO,438599.394,4478920.47,ETRS89,40.45868404,-3.72418177,,,,,,,12-29-2009,,6,1,deportivas
5654045,Area de juegos/especial,93,cIuDAd UNIveRSITarIa,9.0,MóNCLOA - AráVAcá,OPERATIVO,438485.609,4478957.395,ETRS89,40.45900826,-3.72552727,,,,,,,fecha_incorrecta,,6,1,deportivas
5654053,Area de juegos/especial,93,CiuDAd UNivErSItArIa,9.0,MonclOa - arAvAca,OPERATIVO,438473.254,4479011.271,ETRS89,40.45949268,-3.7256782,,,,,,,29/12/09,,6,1,deportivas
5654057,Area de juegos/especial,93,CIUDAD UNIVErSItarIa,9.0,MONCLoa - ArAVAca,OPERATIVO,438593.46,4479061.258,ETRS89,40.45995187,-3.72426538,,,,,,,29/12/09,,6,1,deportivas
4990656,Circuito deportivo elemental,44,GuiNDalErA,4.0,SALAmanCA,OPERATIVO,444017.17,4476843.83,ETRS89,40.44035927,-3.66010364,AVENIDA,BRASILIA,4,28028.0,PARQUE LAS AVENIDAS,31026006.0,2019/01/14,D0452,AE21,15,deportivas
3963526,Circuito deportivo elemental,173,bUtaRQuE,17.0,vILLaVErDE,OPERATIVO,442618.92,4466792.66,ETRS89,40.34971742,-3.67568386,AVENIDA,LOS ROSALES,116,28021.0,"AVDA LOS ROSALES, 000116",31005158.0,18/12/2013,D1752,AE21,15,deportivas
451351,Circuito deportivo elemental,85,LA pAz,8.0,FUEnCaRRAl - eL PARDo,OPERATIVO,441321.5,4481281.73,ETRS89,40.48015191,-3.69229691,AVENIDA,MONFORTE DE LEMOS,8,28029.0,,20095286.0,12-01-2014,D0850,AE21,3,deportivas
451442,Circuito deportivo elemental,107,AGUILAS,10.0,LAtinA,OPERATIVO,435373.69,4469890.54,ETRS89,40.37709464,-3.76130634,CALLE,ROMPEDIZO,15,28044.0,,31008043.0,01-01-2004,D1053,AE21,6,deportivas
451531,Circuito deportivo elemental,101,loS cARmEnes,10.0,lAtinA,OPERATIVO,438156.422,4472917.16,ETRS89,40.40457098,-3.72882185,AVENIDA,CAPRICHOS,14,28011.0,PARQUE CARAMUEL,20148982.0,2004/01/01,D1055,AE21,6,deportivas
451569,Circuito deportivo elemental,101,lOs carmENes,10.0,lAtINA,OPERATIVO,437386.83,4472392.48,ETRS89,40.39978692,-3.73783911,CALLE,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,5,28047.0,,31012806.0,01/01/04,D1051,AE21,3,deportivas
5197210,Circuito deportivo elemental,71,GáztámBIDé,7.0,chámbéRí,OPERATIVO,439610.46,4476075.54,ETRS89,40.43312983,-3.71198727,CALLE,MELENDEZ VALDES,32,28015.0,,20013208.0,09/09/19,D0701,AE21,5,deportivas
52070,Circuito deportivo elemental,65,vaLdeACEDEraS,6.0,tETúAn,OPERATIVO,439810.18,4479701.69,ETRS89,40.46581015,-3.70997645,,,,,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,31028439.0,22/02/06,D0650,AE21,19,deportivas
52108,Circuito deportivo elemental,117,AbraNTeS,11.0,cAraBAncHeL,OPERATIVO,438845.589,4469702.123,ETRS89,40.37565929,-3.72039199,AVENIDA,PRINCESA JUANA DE AUSTRIA,43,28021.0,"AVDA PRINCESA JUANA DE AUSTRIA, 000043",20026320.0,2021/04/30,D1150,AE21,36,deportivas
52110,Circuito deportivo elemental,116,bUENaVisTa,11.0,CARABAncHEl,OPERATIVO,437755.39,4469213.21,ETRS89,40.37117422,-3.73318568,AVENIDA,EURO,12A,28054.0,"AVDA EURO, 000012  A",31045888.0,05-06-2021,D1152,AE21,16,deportivas
52121,Circuito deportivo elemental,127,pRaDOLOnGO,12.0,uSerA,OPERATIVO,440129.74,4469313.67,ETRS89,40.37225314,-3.70522945,AVENIDA,POBLADOS,169,28041.0,"AVDA POBLADOS, 000169",31007159.0,01/08/2013,D1250,AE21,16,deportivas
52123,Circuito deportivo elemental,121,ORcaSItas,12.0,UseRA,OPERATIVO,439874.08,4468712.14,ETRS89,40.36681583,-3.70818401,CALLE,SIMCA,4,28041.0,"SIMCA, 000004",31002263.0,01/08/2013,D1252,AE21,6,deportivas
5246180,Area de juegos/especial,91,Casa de CAMpo,9.0,MONCLoa - arAVACa,OPERATIVO,435814.0,4473808.71,ETRS89,40.41242511,-3.7565148,PASEO,Paseo Puerta del Angel,1,28011.0,,,,,6,2,deportivas
5653727,Area de juegos/especial,35,LOS JEroniMOS,3.0,RetiRo,OPERATIVO,441790.738,4473472.315,ETRS89,40.40983413,-3.68604549,,,,,,,11-03-2014,,6,5,deportivas
5653806,Area de juegos/especial,208,éL sAlvAdOR,20.0,san bLaS - cANilLEJAs,OPERATIVO,446810.056,4477232.672,ETRS89,40.44404552,-3.6272067,,,,,,,07-24-2015,,6,10,deportivas
5056315,Circuito deportivo elemental,126,zoFiO,12.0,usERa,OPERATIVO,439010.21,4469993.2,ETRS89,40.37829352,-3.71848077,AVENIDA,PRINCESA JUANA DE AUSTRIA,47,28021.0,"AVDA PRINCESA JUANA DE AUSTRIA, 000047",20127260.0,22/03/2019,D1254,AE21,12,deportivas
5175231,Circuito deportivo elemental,86,valvErdE,8.0,fuEnCarRaL - EL pARdO,OPERATIVO,441925.662,4481663.994,ETRS89,40.48363797,-3.68520443,AVENIDA,LLANO CASTELLANO,3,28034.0,PARQUE DE BEGOÑA,11047058.0,18/07/19,D0855,AE21,5,deportivas
52131,Circuito deportivo elemental,131,ENtREVIAs,13.0,puENTE De vaLleCas,OPERATIVO,443686.861,4469940.648,ETRS89,40.37814925,-3.66338721,AVENIDA,ENTREVIAS,92,28053.0,"AVDA ENTREVÍAS, 000092",11088012.0,01/08/2013,D1351,AE21,11,deportivas
52138,Circuito deportivo elemental,143,MarRoQuinA,14.0,mOrATáLAz,OPERATIVO,445697.53,4473557.91,ETRS89,40.41086925,-3.64001076,AVENIDA,DOCTOR GARCIA TAPIA,123,28030.0,"AVDA DOCTOR GARCÍA TAPIA, 000123",11101400.0,01/08/2013,D1450,AE21,9,deportivas
52141,Circuito deportivo elemental,141,pavOneS,14.0,morATalaz,OPERATIVO,446858.77,4472761.966,ETRS89,40.40377383,-3.62625867,CALLE,ATENAS,6B,28030.0,"ATENAS, 000006  B",20129222.0,2013-08-01 00:00:00,D1453,AE21,1,deportivas
5219515,Circuito deportivo elemental,72,AráPíLéS,7.0,chaMBerI,OPERATIVO,439726.49,4476117.51,ETRS89,40.43351633,-3.71062337,CALLE,GALILEO,35,28015.0,,31044128.0,28/11/19,D0702,AE21,6,deportivas
5220798,Circuito deportivo elemental,183,éNSánché Dé vALlECAs,18.0,ViLLA de valLecas,OPERATIVO,449679.03,4468767.42,ETRS89,40.36796333,-3.59270868,CALLE,ALTO DEL RETIRO,13,28051.0,"ALTO DEL RETIRO, 000013",31045486.0,13/01/20,D1858,AE21,8,deportivas
52212,Circuito deportivo elemental,172,SAn CrIstobaL,17.0,vIlláVErDE,OPERATIVO,441319.92,4466329.17,ETRS89,40.34545165,-3.69093642,CALLE,BURJASOT,6,28021.0,"BURJASOT, 000006",11126090.0,2004-01-01 00:00:00,D1751,AE21,4,deportivas
52214,Circuito deportivo elemental,175,aNgeLEs,17.0,ViLlavERDe,OPERATIVO,440142.92,4467232.01,ETRS89,40.35350134,-3.70487885,CALLE,LA TABERNERA DEL PUERTO,71,28041.0,"LA TABERNERA DEL PUERTO, 000071",31055514.0,fecha_incorrecta,D1754,AE21,5,deportivas
5261893,Circuito deportivo elemental,54,HisPAnoamErICa,5.0,chaMArtIn,OPERATIVO,442938.95,4478431.56,ETRS89,40.45458902,-3.67295895,CALLE,PUERTO RICO,22,28016.0,PARQUE ORLANDO ZAPATA TAMAYO,11024272.0,02-03-2020,D0503,AE21,13,deportivas
5800211,Circuito deportivo elemental,183,EnSanCHE de ValleCAs,18.0,vIlLa de vAlLECAS,OPERATIVO,446794.56,4469802.1,ETRS89,40.37710532,-3.62676807,CALLE,SIERRA VIEJA,38,28031.0,"SIERRA VIEJA, 000038",11130481.0,21/02/2020,D1860,AE21,6,deportivas
7021646,Circuito deportivo elemental,143,MArRóqUíná,14.0,MóRAtALáZ,OPERATIVO,446299.51,4473516.39,ETRS89,40.41053426,-3.63291271,CALLE,JOSE BERGAMIN,60,28030.0,,20091486.0,19/05/2020,D1455,AE21,9,deportivas
7125254,Circuito deportivo elemental,86,vaLVerDe,8.0,fUENCArRal - eL paRdO,OPERATIVO,441732.96,4482634.8,ETRS89,40.49236987,-3.68756716,CALLE,ISLAS JARVI,5,28034.0,,11047612.0,fecha_incorrecta,D0858,AE21,3,deportivas
7126156,Circuito deportivo elemental,192,VaLdebERnarDO,19.0,VicAlVARO,OPERATIVO,446937.56,4472529.88,ETRS89,40.40168808,-3.62531085,CALLE,LADERA DE LOS ALMENDROS,18E,28032.0,,20161345.0,06-30-2020,D1961,AE21,4,deportivas
5653877,Area de juegos/especial,93,CIUdad UNiVersitARIA,9.0,MONCloa - arAvAca,OPERATIVO,438984.052,4479183.02,ETRS89,40.46107752,-3.71967055,,,,,,,29/12/09,,6,2,deportivas
5653890,Area de juegos/especial,93,ciudAd UnIvErSItaria,9.0,moNcloa - aRAvaCa,OPERATIVO,438927.647,4479067.913,ETRS89,40.46003645,-3.72032471,,,,,,,2009/12/29,,6,1,deportivas
5653899,Area de juegos/especial,93,cíUdád UnIVErSíTARíá,9.0,mónclOA - ARAVAcA,OPERATIVO,438919.845,4479141.437,ETRS89,40.46069821,-3.7204238,,,,,,,29/12/09,,6,2,deportivas
5653903,Area de juegos/especial,93,ciudad uNIvERSITaRIA,9.0,MONcLOA - ARAVAca,OPERATIVO,439096.557,4478435.004,ETRS89,40.45434736,-3.71827191,,,,,,,12-29-2009,,6,1,deportivas
5653907,Area de juegos/especial,93,cíUDáD UnívéRsítáRíá,9.0,monClOA - aRavaCA,OPERATIVO,438968.481,4478488.091,ETRS89,40.45481619,-3.71978738,,,,,,,fecha_incorrecta,,6,1,deportivas
5653914,Area de juegos/especial,93,Ciudad UniVeRSItAriA,9.0,mONcLOa - aRAvACa,OPERATIVO,438874.688,4478522.312,ETRS89,40.45511758,-3.72089676,,,,,,,2009/12/29,,6,1,deportivas
5653933,Area de juegos/especial,93,ciuDad uNIVErsiTaRiA,9.0,moNcLoA - ARAvACA,OPERATIVO,438725.332,4478429.974,ETRS89,40.45427476,-3.72264918,,,,,,,fecha_incorrecta,,6,1,deportivas
5653950,Area de juegos/especial,93,cIUDaD UnIvErSiTARIA,9.0,MOnCLOa - araVaCa,OPERATIVO,438638.666,4478404.847,ETRS89,40.45404201,-3.72366878,,,,,,,29/12/09,,6,1,deportivas
5653963,Area de juegos/especial,93,CiUDAd UNIVeRsITaRIa,9.0,MOncLoa - aRaVACa,OPERATIVO,438572.422,4478400.727,ETRS89,40.45400001,-3.72444958,,,,,,,fecha_incorrecta,,6,2,deportivas
5653967,Area de juegos/especial,93,cíúDáD UNIVErSíTARíá,9.0,moNcLoA - ArAVACa,OPERATIVO,438570.968,4478446.594,ETRS89,40.45441309,-3.72447116,,,,,,,2009-12-29 00:00:00,,6,3,deportivas
5653984,Area de juegos/especial,93,CIudAd unIverSItaRIa,9.0,MOncLOA - ARAvAcá,OPERATIVO,438665.869,4478560.511,ETRS89,40.4554463,-3.72336302,,,,,,,12-29-2009,,6,1,deportivas
5654006,Area de juegos/especial,93,cIUdaD uNIVERsitARIa,9.0,MoNClOA - AraVAcA,OPERATIVO,438624.853,4478663.043,ETRS89,40.45636692,-3.72385663,,,,,,,12-29-2009,,6,3,deportivas
5654014,Area de juegos/especial,93,Cíúdád UNívERsítAríA,9.0,MoNCLOA - aRAVacA,OPERATIVO,438637.214,4478757.722,ETRS89,40.45722074,-3.72372001,,,,,,,fecha_incorrecta,,6,1,deportivas
5654018,Area de juegos/especial,93,CIUdaD uNIvERSiTARiA,9.0,mOnCLoA - arAVAca,OPERATIVO,438687.323,4478862.406,ETRS89,40.45816747,-3.72313918,,,,,,,29/12/2009,,6,1,deportivas
5654037,Area de juegos/especial,93,CIUDAd UNíVERsITáRíA,9.0,MonCLOA - aravaca,OPERATIVO,438526.878,4478941.323,ETRS89,40.45886653,-3.72503901,,,,,,,12-29-2009,,6,1,deportivas
